order,id,urban_rural,landuse_id,landuse_description,label,clf
402,11414151,1,6,CONSULORIO OTONTOLOGICO,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,snorkel
403,8878613,1,6,SALAO CONSUELO,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,snorkel
404,11515254,1,6,EMBAIXADA DA TAILANDIA,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,snorkel
405,11583602,1,6,EMBAIXADA DO PERU,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,snorkel
406,9405520,1,6,CONCELIO TUTELAR,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,snorkel
407,6263386,1,6,CANCELAO,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,snorkel
408,11583601,1,6,EMBAIXADA DA REPUBLICA DA ALBANIA,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,snorkel
409,10351296,1,6,CONSULADO GENERAL DA ESPANA,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,snorkel
410,3708120,2,6,secador,NÃO DEFINIDO,rf
411,2880657,1,6,lan house,NÃO DEFINIDO,rf
412,10638139,2,6,embrapa agropecuaria oeste,NÃO DEFINIDO,rf
413,72200,1,6,lanternagem,NÃO DEFINIDO,rf
414,8078023,1,6,escritorio particular,NÃO DEFINIDO,rf
415,888092,1,6,borracharia beira rio,NÃO DEFINIDO,rf
416,11214514,1,6,eletronica minas gerais,NÃO DEFINIDO,rf
417,6614399,1,6,costureira,NÃO DEFINIDO,rf
418,5832314,1,6,banestes,NÃO DEFINIDO,rf
419,6037448,1,6,especie trocada pelo sistema,NÃO DEFINIDO,rf
420,6814681,1,6,floricultura coleto,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,rf
421,9881472,1,6,acessorios para casa,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,rf
422,6245993,1,6,bazar,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,rf
423,6628459,1,6,deposito da loja,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,rf
424,6664839,1,6,loja de roupas,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,rf
425,4798279,1,6,revendedora de carros mitsubishi motors,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,rf
426,1827362,2,6,comercio alimenticio,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,rf
427,6874129,1,6,bazar anadu,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,rf
428,8746931,1,6,loja de brinquedos pancinha,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,rf
429,6817130,1,6,sex shop,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,rf
430,10759881,1,6,escritorio de advocacia ramos,CONSTRUÇÃO,rf
431,452706,1,6,empresa de construcao de obras,CONSTRUÇÃO,rf
432,7260524,1,6,escritorio de advogados vantini,CONSTRUÇÃO,rf
433,1465038,1,6,construtora de asfalto,CONSTRUÇÃO,rf
434,1083243,1,6,gildete construcoes,CONSTRUÇÃO,rf
435,8383676,1,6,escritorio  de advocacia,CONSTRUÇÃO,rf
436,8381090,1,6,deposito construtora trisul,CONSTRUÇÃO,rf
437,11394570,1,6,construtora e loja de informatica e asso,CONSTRUÇÃO,rf
438,11420374,1,6,escritorio do cenario,CONSTRUÇÃO,rf
439,66004,1,6,escritorio de importacao de exportacao,CONSTRUÇÃO,rf
440,3406203,1,6,associacao de moradores do buri satuba,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",rf
441,6914997,1,6,igreja evangelica assemb de deus,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",rf
442,10457233,1,6,igreja salao do reino das testemunhas de,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",rf
443,9146094,1,6,igreja catolica sao paulo aposolo,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",rf
444,6246459,1,6,igreja evangelica,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",rf
445,2896154,1,6,lajes e carpintaria sao jose,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",rf
446,7750966,1,6,igreja madalena de canossa,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",rf
447,9078310,1,6,salao paroquial,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",rf
448,4969976,2,6,salao comunitario monte belo,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",rf
449,183306,1,6,mercearia deus e fiel,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",rf
450,5394877,1,6,consultorio odontologico  dr luiz,SAÚDE HUMANA E SERVIÇOS SOCIAIS,rf
451,10230332,1,6,consultorio veterinario,SAÚDE HUMANA E SERVIÇOS SOCIAIS,rf
452,11239055,1,6,consultorio de fisioterapia,SAÚDE HUMANA E SERVIÇOS SOCIAIS,rf
453,6324291,1,5,consultorio de psicanalise e ortodontia,SAÚDE HUMANA E SERVIÇOS SOCIAIS,rf
454,7984809,1,6,consultorio dentista,SAÚDE HUMANA E SERVIÇOS SOCIAIS,rf
455,5122802,1,5,centro integrado medico manterclin,SAÚDE HUMANA E SERVIÇOS SOCIAIS,rf
456,4042061,1,5,centro medico,SAÚDE HUMANA E SERVIÇOS SOCIAIS,rf
457,2327951,1,5,unidade medica voluntaria,SAÚDE HUMANA E SERVIÇOS SOCIAIS,rf
458,7405820,1,5,clinica dentaria,SAÚDE HUMANA E SERVIÇOS SOCIAIS,rf
459,10250944,1,5,medico dentista,SAÚDE HUMANA E SERVIÇOS SOCIAIS,rf
460,5548846,1,4,ensino superior,EDUCAÇÃO,rf
461,1886731,1,4,curso do projovem,EDUCAÇÃO,rf
462,7819068,1,4,emeb ondina ignes de oliveira,EDUCAÇÃO,rf
463,10299867,2,4,escola municipal ensino fundamental,EDUCAÇÃO,rf
464,6577416,1,6,escola municipal jamila m da silva,EDUCAÇÃO,rf
465,11204890,1,4,fund de assistencia ao ensino,EDUCAÇÃO,rf
466,1073465,2,4,escola municipal santa helena,EDUCAÇÃO,rf
467,4987034,1,4,escola municipal,EDUCAÇÃO,rf
468,6411001,1,4,creche municipal vila progresso,EDUCAÇÃO,rf
469,3253394,2,4,escola municipal lidio barbosa dias,EDUCAÇÃO,rf
470,4721373,1,6,lanchonete pais e filhos,- ALIMENTAÇÃO,rf
471,2152870,1,6,bar do ze novo,- ALIMENTAÇÃO,rf
472,9180284,2,6,bar do bruno,- ALIMENTAÇÃO,rf
473,10271511,1,6,malharia da rose,- ALIMENTAÇÃO,rf
474,1741271,1,6,bar de bebidas,- ALIMENTAÇÃO,rf
475,5791924,1,6,bar e fliperama do augusto,- ALIMENTAÇÃO,rf
476,4196678,1,6,bar do ze,- ALIMENTAÇÃO,rf
477,6632225,1,6,bar do ze caetano,- ALIMENTAÇÃO,rf
478,2130299,2,6,bar e restaurante frutos do mar,- ALIMENTAÇÃO,rf
479,4158151,1,6,bar,- ALIMENTAÇÃO,rf
480,2100670,1,6,ginasio poliespotivo,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",rf
481,6286716,1,6,paraiso futebl clube,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",rf
482,4427160,1,6,previdencia social,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",rf
483,3021370,1,6,sede de futebol unidos jaqueirense,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",rf
484,9333943,1,6,ginasio esportivo escola barao do rio br,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",rf
485,3601784,1,6,recreio tenis clube,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",rf
486,7871719,1,6,escolar tenis,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",rf
487,5034700,1,6,campo de futebol,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",rf
488,6034977,1,6,ginasio polespotivo quadra do barao,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",rf
489,5566589,1,6,academia de ginastica mc,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",rf
490,11104177,1,6,dispensa de ferramentas,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,rf
491,4907990,1,6,deposito alimentos,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,rf
492,3102165,2,6,salao de deposito,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,rf
493,2139428,1,6,deposito,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,rf
494,9787453,1,6,deposito de sal,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,rf
495,1100011,1,6,deposito vareadades,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,rf
496,862758,2,3,paiol de guardar milho,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,rf
497,7149028,2,6,tulha,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,rf
498,3523266,2,6,deposito de ferramentas de vaqueiro,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,rf
499,854477,1,6,deposito de nercadorias,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,rf
500,11130526,1,6,gnv prestacao de servicos,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",rf
501,2704871,1,6,secretaria municipal,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",rf
502,8611514,1,6,departamento de vendas de bones e camise,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",rf
503,1265339,1,6,delegacia de policia,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",rf
504,6820289,1,6,salao prefeitura,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",rf
505,4181887,1,6,sala que faz parte secretaria de educaca,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",rf
506,10333962,1,6,secretaria da paroquia,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",rf
507,4435288,1,6,racco equipamento de seguranca do trabal,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",rf
508,7506351,1,6,secretaria de servicos urbanos da prefei,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",rf
509,7951751,1,6,secretaria de educacao,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",rf
510,1309655,1,6,lanchonete sao luiz,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",rf
511,10459530,1,6,casa do governo,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",rf
512,1432220,1,6,espetinho do marrom,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",rf
513,478486,1,6,fruteira,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",rf
514,677408,1,6,acougue boi gordo2,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",rf
515,11369197,1,6,casa de carnes mini preco,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",rf
516,10304788,1,6,padaria venda de paes e outros,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",rf
517,6279713,1,6,padaria e confeitaria,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",rf
518,6057556,1,6,padaria panificacao uniao,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",rf
519,492946,1,6,paniicadora,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",rf
520,11063750,1,6,mira transportes de encomendas,- TRANSPORTE TERRESTRE,rf
521,8258543,1,6,empresa duraveis equip de seguranca,- TRANSPORTE TERRESTRE,rf
522,8576169,1,6,empresa de manutencao industrial,- TRANSPORTE TERRESTRE,rf
523,6789985,1,6,escritorio empresa de transporte em cons,- TRANSPORTE TERRESTRE,rf
524,6270629,1,6,empresa de contencao e absorcao de hidro,- TRANSPORTE TERRESTRE,rf
525,9473220,1,6,transporte rodoviario elite ltda,- TRANSPORTE TERRESTRE,rf
526,7432593,1,6,america latina logistica,- TRANSPORTE TERRESTRE,rf
527,6950260,1,6,empresa de demolicao,- TRANSPORTE TERRESTRE,rf
528,5967883,1,6,empresa de cartuchos de tinta,- TRANSPORTE TERRESTRE,rf
529,4935087,1,6,transportadora ceccato,- TRANSPORTE TERRESTRE,rf
530,3434666,1,6,comercial santos,- COMÉRCIO VAREJISTA,rf
531,11413830,1,6,sala comercial,- COMÉRCIO VAREJISTA,rf
532,1563960,1,6,deposito comercial,- COMÉRCIO VAREJISTA,rf
533,1090874,1,6,comercial daltton,- COMÉRCIO VAREJISTA,rf
534,2763824,1,6,galeria comercial,- COMÉRCIO VAREJISTA,rf
535,1184843,1,6,comercial pinheiro,- COMÉRCIO VAREJISTA,rf
536,974268,1,6,predio comercial,- COMÉRCIO VAREJISTA,rf
537,7770,1,6,comercial souza,- COMÉRCIO VAREJISTA,rf
538,11182073,1,6,sala comercial desativada,- COMÉRCIO VAREJISTA,rf
539,1972205,1,6,lan house comercial dantas,- COMÉRCIO VAREJISTA,rf
540,7213038,1,6,cabelereiro,OUTRAS ATIVIDADES DE SERVIÇOS,rf
541,5183067,1,6,instituto de beleza,OUTRAS ATIVIDADES DE SERVIÇOS,rf
542,11112614,1,6,mo cabeleireiros,OUTRAS ATIVIDADES DE SERVIÇOS,rf
543,8623651,1,6,conserto maquina de costura,OUTRAS ATIVIDADES DE SERVIÇOS,rf
544,9239429,1,6,chaveiro,OUTRAS ATIVIDADES DE SERVIÇOS,rf
545,8102609,1,6,salao cabeleireiros,OUTRAS ATIVIDADES DE SERVIÇOS,rf
546,10228508,1,6,salao cabeleireiro,OUTRAS ATIVIDADES DE SERVIÇOS,rf
547,8848455,1,6,salao de cabeleleiro,OUTRAS ATIVIDADES DE SERVIÇOS,rf
548,9704003,1,6,marli cabeleireira,OUTRAS ATIVIDADES DE SERVIÇOS,rf
549,3517767,1,6,xerox ramos e salao de cabeleleiro,OUTRAS ATIVIDADES DE SERVIÇOS,rf
550,7398752,1,6,armazem,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",rf
551,271917,1,6,venda do peixe,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",rf
552,10960494,1,6,mercearia  2k,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",rf
553,780218,1,6,mercado,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",rf
554,1038009,1,6,mini mercearia,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",rf
555,1557739,1,6,mercadinho o tony,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",rf
556,5176815,1,6,venda de produtos alimenticios,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",rf
557,8286201,1,6,mini mercado,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",rf
558,7004943,1,6,mercadnho,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",rf
559,7372817,1,6,com de alimentos,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",rf
560,9515494,1,6,casa de produtos agropecuarios,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",rf
561,8926607,1,6,farmacia brasil,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",rf
562,3170398,1,6,garagem de maria,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",rf
563,5659352,1,6,comercio de medicamentos,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",rf
564,1391902,1,6,drogaria generico,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",rf
565,7188549,1,6,assistencia tecnica de produtos eletroni,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",rf
566,4648569,1,6,otica turmalina,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",rf
567,9533551,1,6,emporio ronel produtos naturais,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",rf
568,2501681,1,6,loja de roupas e perfumaria,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",rf
569,9007115,1,6,loreal salao de beleza,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",rf
570,6804636,1,6,venda de material de construcao,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,rf
571,8784832,1,6,materiais de construcao,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,rf
572,8479350,1,6,comercio de mat construcao,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,rf
573,5064588,1,6,comercio de cereais e goloseimas,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,rf
574,1126397,1,6,venda de materias de construcao,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,rf
575,7465188,1,6,comercio de materiais eletricos,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,rf
576,6737297,1,6,deposito materiais de construcao itajai,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,rf
577,2055516,1,6,deposito de materiais de construcao,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,rf
578,10035514,1,6,comerci de madeiras,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,rf
579,4608605,1,6,casa rural,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,rf
580,174692,1,6,lamila para rocadeira,DESOCUPADO,rf
581,5013718,2,6,mercearia vaga,DESOCUPADO,rf
582,6644351,1,6,comercio fechado,DESOCUPADO,rf
583,8848547,1,6,barracao vago,DESOCUPADO,rf
584,405137,1,6,ponto comercial,DESOCUPADO,rf
585,11005290,1,6,comodo vago,DESOCUPADO,rf
586,10947877,1,6,comercio para alugar,DESOCUPADO,rf
587,10758290,1,6,comodo vazio,DESOCUPADO,rf
588,7179886,1,6,vago,DESOCUPADO,rf
589,8784681,1,6,salao e curso,DESOCUPADO,rf
590,7872218,1,6,supermercado pao de acucar,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",rf
591,11022535,1,6,supermercado portal,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",rf
592,9588965,1,6,supermercado ra masson,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",rf
593,11014403,1,6,supermercado uniao,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",rf
594,5034680,1,6,supermercado lider,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",rf
595,7147986,1,6,supermercado monari,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",rf
596,8853169,1,6,supermercado sakakibara,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",rf
597,9540908,1,6,supermercado familia,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",rf
598,2971938,1,6,supermercado padre cicero,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",rf
599,7410204,1,6,supermercado jasco,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",rf
600,6671012,1,6,oficina eletrica de automoveis,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,rf
601,2095684,1,6,oficina  mecanica,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,rf
602,4875621,1,6,oficina de colher em aluminio,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,rf
603,3883096,1,6,complauto auto pecas,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,rf
604,73420,1,6,alto pecas,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,rf
605,8672216,1,6,oficina de consertos em metal,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,rf
606,7192385,1,6,mecanica de autos,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,rf
607,4618525,1,6,oficina,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,rf
608,2038808,1,6,ciro veiculos,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,rf
609,10754777,1,6,oficina do neguito,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,rf
610,10472771,2,3,cultura do fumo,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",rf
611,3376446,2,3,posilga,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",rf
612,2679544,2,3,curral,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",rf
613,3772406,2,3,estufa de cacau,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",rf
614,10511767,2,3,cultivo de fumo,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",rf
615,9183316,2,3,barracao  de  leite,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",rf
616,897317,2,3,engorda de bovinos criacao de suinos,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",rf
617,9474471,1,6,galinheiro,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",rf
618,11273266,2,3,gado leiteiro e corte,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",rf
619,4631076,2,3,sitio,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",rf
620,9881530,1,6,fabrica de escovas industriais,INDÚSTRIAS DE TRANSFORMAÇÃO,rf
621,2310377,1,6,matadouro publico,INDÚSTRIAS DE TRANSFORMAÇÃO,rf
622,4511561,1,6,frigorifico alvorada,INDÚSTRIAS DE TRANSFORMAÇÃO,rf
623,6675003,1,6,fabrica de gesso,INDÚSTRIAS DE TRANSFORMAÇÃO,rf
