ordem,uf,municipality,district,sub_district,urban_rural,landuse_id,landuse_description,categoria_cnae,dúvidas,CNAE
98745,22,7553,5,0,2,3,AVIAMENTO OU CASA DE FARINHA,INDÚSTRIAS DE TRANSFORMAÇÃO,,
518311,23,408,5,0,2,3,AVIAMENTO PARA FARINHADA ECURRAL DE OVEL,INDÚSTRIAS DE TRANSFORMAÇÃO,,
425208,22,4709,5,0,2,3,AVIAMENTO VAGO,DESOCUPADO,,
218063,26,12505,5,0,1,6,AVIAMENTO ZE TRISTE,,,
312254,33,4557,5,7,1,6,AVIAMENTOS,,,
270928,42,2008,5,0,1,6,AVIAMENTOS  BRECHO    VAZIO,,,
524219,51,8402,5,0,1,6,AVIAMENTOS BEJOUTERIAS,,,
490032,43,6403,5,0,1,6,AVIAMENTOS DE CALCADOS,,,
544066,15,5536,5,0,1,6,AVIAMENTOS DE COSTURA,,,
215552,31,70107,5,7,1,6,AVIAMENTOS E CIA,,,
125256,24,8102,5,7,1,6,AVIAMENTOS E LINHA BOTOES,,,
497827,42,7007,10,0,1,6,AVIAMENTOS E PAPELARIA,,,
402583,31,31307,5,0,1,6,AVIAMENTOS E VARIEDADES,,,
486506,51,3403,5,41,1,6,AVIAMENTOS IDEAL,,,
108990,35,50308,10,0,1,6,AVIAMENTOS NARA,,,
50385,26,2605,30,0,1,6,AVIAMENTOS SANTA CLARA,,,
257487,43,5108,5,10,1,6,AVIAMENTOSKOKE TECIDOS COMERCIO DE TECDO,,,
593,42,4301,20,0,2,3,AVIARIO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
1660,24,12807,5,0,2,6,AVIARIO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
262470,41,12751,5,0,2,3,AVIARIO  E SOJA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
60589,41,4808,55,0,2,3,AVIARIO 1,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
479555,42,11801,5,0,2,3,AVIARIO 1 DO JOSE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
25563,41,9500,5,0,1,6,AVIARIO 3 IRMAOS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
267999,42,10555,5,0,2,3,AVIARIO AURORA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
156273,33,4557,5,23,1,6,AVIARIO BACAXA 2,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
572828,32,5309,5,12,1,6,AVIARIO BOA VISTA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
213137,41,6902,5,2,1,6,AVIARIO BOM DE BICHO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
214573,41,25506,5,0,1,6,AVIARIO BOM TRATO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
2863,42,10555,5,0,2,3,AVIARIO BONDIO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
471499,41,15705,5,0,1,6,AVIARIO CAIOBA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
333820,42,4400,5,0,2,3,AVIARIO CHIQUEIRO ESTREBARIA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
446756,43,23309,5,0,2,3,AVIARIO CHIQUERO VACA DE LEITE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
351319,41,5805,5,0,1,6,AVIARIO CORREA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
358667,42,13104,5,0,2,3,AVIARIO CRIACAO D FRANGOS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
397014,51,7958,15,0,2,3,AVIARIO CRIACAO DE AVES,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
475869,42,15000,5,0,1,6,AVIARIO CRIACAO DE AVES PARA ABATE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
344956,41,26272,5,0,2,3,AVIARIO CRIACAO DE FRANGOS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
561238,42,3907,5,0,2,3,AVIARIO CRIACAO FRANGOS DE CORTE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
493697,33,4144,5,5,1,6,AVIARIO DA CIDOCA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
458258,32,2405,5,0,1,6,AVIARIO DA TINA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
54640,33,3906,10,0,1,6,AVIARIO DE ANIMAIS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
121760,41,8601,5,0,2,3,AVIARIO DE AVES,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
313864,41,24400,5,0,2,6,AVIARIO DE AVES,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
302558,41,22800,5,0,2,3,AVIARIO DE AVES DE CORTE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
137838,41,22800,5,0,2,3,AVIARIO DE AVES DE POSTURA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
174215,43,4952,5,0,2,3,AVIARIO DE AVES PARA ABATE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
281194,42,18806,20,0,2,3,AVIARIO DE CORTE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
48018,43,5108,5,0,2,3,AVIARIO DE COTORNA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
41987,41,27007,20,0,2,3,AVIARIO DE FRANGO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
288229,42,18806,5,0,2,3,AVIARIO DE FRANGO DE CORTE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
12450,42,17907,5,0,2,3,AVIARIO DE FRANGOS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
386807,42,17907,5,0,2,3,AVIARIO DE GALIHAS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
50306,26,302,5,0,2,3,AVIARIO DE GALINHA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
143124,24,8003,5,0,2,3,AVIARIO DE GALINHAS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
402407,43,13359,5,0,2,3,AVIARIO DE PERU,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
75293,43,10439,5,0,2,3,AVIARIO DE PERUS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
40635,42,4202,5,0,2,6,AVIARIO DESATIVADO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
269835,43,802,5,0,2,3,AVIARIO DESATIVADO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
537718,33,4557,5,37,1,6,AVIARIO DO JORGE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
543929,31,6200,5,63,1,6,AVIARIO DO ZEZINHO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
499222,51,7958,20,0,2,3,AVIARIO E AGRICULTURA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
494820,26,4007,5,0,2,3,AVIARIO E CRIACAO BOVINA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
537110,41,5300,5,0,2,3,AVIARIO E CRIACAO DE PORCOS E VACAS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
291928,43,22350,20,0,2,3,AVIARIO E ESTREBARIA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
95206,41,14351,5,0,2,3,AVIARIO E ESTREVARIA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
110663,43,14902,5,0,1,6,AVIARIO E FLORA SAO MARTINHO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
412235,41,26900,5,0,2,3,AVIARIO E GADO DE ENGORDA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
266925,43,6452,5,0,2,3,AVIARIO E GADO LEITEIRO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
30555,43,11809,9,0,2,3,AVIARIO E GADO LEITERO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
11443,42,16255,5,0,2,3,AVIARIO E GALPAO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
375146,41,4808,50,0,2,3,AVIARIO E LAVOURA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
552085,42,10035,5,0,2,3,AVIARIO E LEITARIA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
132208,42,19705,11,0,2,3,AVIARIO E LEITE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
387366,33,456,5,1,1,6,AVIARIO E MERCEARIA,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
481990,42,17501,5,0,2,3,AVIARIO E PADARIA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
438096,42,4301,35,0,2,3,AVIARIO E PARCERIA DE SUINOS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
256418,41,6902,5,3,1,6,AVIARIO E PET SHOP,,,
252363,11,130,5,0,1,6,AVIARIO E PET SHOP RAMOS,,,
239573,41,3354,5,0,2,3,AVIARIO E SERVICOS GERAIS,,,
86477,43,21451,5,0,2,3,AVIARIO E SUINOS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
257189,43,9126,5,0,2,3,AVIARIO E TAMBO LEITEIRO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
50660,41,11209,5,0,2,3,AVIARIO E VACA DE LEITE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
37002,41,509,5,0,2,3,AVIARIO ENGORDA DE FRANGO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
135007,42,4400,5,0,2,3,AVIARIO ESTABULO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
93440,42,4400,5,0,2,3,AVIARIO ESTREBARIA PASTAGEM,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
470650,41,6902,5,6,1,6,AVIARIO ESTRELA,,,
374481,42,4400,5,0,2,3,AVIARIO ESTREVARIA,,,
277087,41,23501,5,0,2,3,AVIARIO ETREVARIA,,,
414986,42,15455,5,0,2,3,AVIARIO EZIO ALCEBIDES MARTINHO,,,
479551,33,4144,5,1,1,6,AVIARIO FECHADO,,,
269290,41,1804,5,0,1,6,AVIARIO FONTE NOVA,,,
216463,42,17709,5,0,2,3,AVIARIO FRANGO,,,
514777,43,16956,5,0,2,3,AVIARIO FRANGOS,,,
194362,31,54606,5,0,1,6,AVIARIO FRANGOS VIVOS E ABATIDOS NA HORA,,,
21696,42,4400,5,0,2,3,AVIARIO GADO DE CORTE PASTAGEM CHIQUEIRO,,,
40386,41,1804,5,0,1,6,AVIARIO GIRASSOL,,,
149694,42,11801,5,0,2,3,AVIARIO GOMERCINDO RECH,,,
105387,41,14302,10,0,2,3,AVIARIO GRANJA,,,
175821,42,11603,5,0,2,3,AVIARIO GUISLERE,,,
576423,33,4557,5,20,1,6,AVIARIO HONORIO GURGEL,,,
176856,31,31307,5,0,1,6,AVIARIO MACAPA,,,
10212,41,6902,5,4,1,3,AVIARIO MATILHA,,,
330067,41,7207,5,0,2,3,AVIARIO MERIDIK,,,
451901,41,6902,5,8,1,6,AVIARIO MUNDO ANIMAL,,,
255319,41,400,5,0,1,6,AVIARIO NATEL,,,
327843,41,6902,5,6,1,6,AVIARIO NOVO MUNDO,,,
135073,43,22350,25,0,2,3,AVIARIO PAIOL E ESTREBARIA,,,
20282,35,56404,5,0,2,6,AVIARIO PARA ABATE,,,
163060,41,15408,5,0,2,3,AVIARIO PERU,,,
160325,41,21604,5,0,2,3,AVIARIO PERU INICIAL,,,
284106,31,6200,60,64,1,6,AVIARIO REOBOTE,,,
260174,41,6902,5,8,1,6,AVIARIO SANTANA,,,
470991,41,7652,5,0,1,6,AVIARIO SANTO ANTONIO,,,
87094,33,4557,5,23,1,6,AVIARIO SHALOM,,,
62596,43,11809,5,0,2,3,AVIARIO SOJA MILHO,,,
434793,31,6705,5,6,1,6,AVIARIO TEREZOPOLIZ,,,
31057,33,4557,5,21,1,6,AVIARIO TRES AMIGOS,,,
168218,43,8102,5,0,2,3,AVIARIO WINTER,,,
506950,41,6902,5,2,1,6,AVIARIO XAXIM,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
106,41,14609,5,0,2,3,AVIARIOS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
31306,42,12239,5,0,2,6,AVIARIOS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
307457,51,8857,5,0,2,3,AVIARIOS DE AVES,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
338935,26,1706,5,0,2,3,AVIARIOS E GALPOES,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
465477,41,17222,5,0,2,3,AVIARIOS FRANGO CORTE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
9597,43,13359,5,0,2,3,AVIARIOS GARAGEM E PORAO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
364941,42,3907,5,0,2,3,AVIARIOS INTEGRACAO FG CORTES,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
477819,51,2678,5,0,2,3,AVIAROS DE FRANGOS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
264615,16,303,5,0,1,6,AVICAP,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
98274,35,52205,5,0,1,6,AVICLTURA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
505910,23,3709,15,0,2,3,AVICLTURA CRIACAO DE GALINHAS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
9160,35,48708,5,0,1,6,AVICOLA,,,
43946,26,15904,10,0,2,3,AVICOLA,,,
545997,35,30607,5,0,1,6,AVICOLA 1 DE SETEMBRO,,,
220868,35,50308,48,0,1,6,AVICOLA ACOUGUE E MASSAS,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",,
508574,27,7909,5,0,1,6,AVICOLA BOM JESUS,,,
518110,27,4302,5,8,1,6,AVICOLA CAMPELO,,,
50991,35,5708,20,0,1,6,AVICOLA CARIJO,,,
248737,35,50308,76,0,1,6,AVICOLA COPA 78,,,
18201,27,4302,5,7,1,6,AVICOLA CORACAO DE JESUS,,,
261704,27,1308,5,0,1,6,AVICOLA DA DONA NADI,,,
524933,27,1308,5,0,1,6,AVICOLA DA PRACA,,,
536718,25,16607,5,0,1,6,AVICOLA DE GRACA,,,
136170,27,7909,5,0,1,6,AVICOLA DEUS E FIEL,,,
926,27,1407,5,0,1,6,AVICOLA DOIS IRMAOS,,,
380598,41,15200,5,24,1,6,AVICOLA DUAS PONTAS,,,
246732,27,4302,5,7,1,6,AVICOLA E ACOUGUE BOM JESUS,,,
394849,35,50308,72,0,1,6,AVICOLA E MERCEARIA,,,
322816,35,50308,26,0,1,6,AVICOLA E MERCEARIA CMN,,,
69211,35,50308,76,0,1,6,AVICOLA E QUITANDA,,,
42249,25,4009,5,0,1,6,AVICOLA ECOS,,,
248252,35,29401,5,0,1,6,AVICOLA FEITAL,,,
264345,35,50308,39,0,1,6,AVICOLA GABI LTDA ME,,,
410904,35,18701,10,0,1,6,AVICOLA IPORANGA,,,
532830,35,23107,5,0,1,6,AVICOLA KELLY E KEYLA,,,
303477,35,50308,24,0,1,6,AVICOLA LATINOS,,,
375242,35,13801,5,0,1,6,AVICOLA M0REIRA,,,
44913,27,7701,5,0,1,6,AVICOLA MM,,,
33231,26,302,15,0,2,6,AVICOLA NATO,,,
408341,35,18701,5,0,1,3,AVICOLA NOVA PROGRESSO,,,
356191,27,2306,5,0,1,6,AVICOLA POPULAR,,,
200588,35,50308,73,0,1,6,AVICOLA RAFFA,,,
2806,27,9301,5,0,1,6,AVICOLA SAO LUIS,,,
206176,27,2355,5,0,1,6,AVICOLA TENORIO,,,
45187,35,3307,5,0,1,6,AVICOLA TURATI,,,
3488,35,5708,10,0,1,6,AVICULA,,,
458181,26,14808,5,0,2,3,AVICULA,,,
274154,43,14902,5,0,1,6,AVICULA CARRER,,,
491258,35,13801,5,0,1,6,AVICULA DA CELIA,,,
131804,35,47809,5,0,1,6,AVICULA E MERCEARIA DIKASA,,,
466739,35,29401,5,0,1,6,AVICULA NAIR MESTRE,,,
423266,27,8907,5,0,1,6,AVICULA PADRE CICERO,,,
159641,27,3304,5,0,1,6,AVICULA SAO CRISTOVAO,,,
434874,35,50308,87,0,1,6,AVICULA SJF,,,
149643,35,23107,5,0,1,6,AVICULTI0URA PIRATININGA,,,
434458,43,18614,5,0,2,3,AVICULTO SUINOCULTOR,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
143261,43,3558,5,0,2,3,AVICULTOR,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
175356,26,3900,5,0,2,3,AVICULTOR DE GALINHA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
175793,26,3900,5,0,2,3,AVICULTOR DE GALINHAS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
499698,43,2253,5,0,2,3,AVICULTOR E AGRICULTOR,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
154039,41,15358,5,0,2,3,AVICULTRA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
1673,31,35050,5,0,2,3,AVICULTURA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
11553,35,6102,5,0,1,6,AVICULTURA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
234175,53,108,5,16,1,6,AVICULTURA AGUIA DA LAVOURA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
54980,52,10000,5,0,1,6,AVICULTURA ALVORADA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
145709,35,22109,5,0,1,6,AVICULTURA ANDORINHAS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
370525,42,19705,5,0,2,3,AVICULTURA AVES,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
373370,29,3276,5,0,2,3,AVICULTURA BOVINO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
339874,23,3931,20,0,2,3,AVICULTURA BOVINO SUINO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
338598,35,1608,5,0,1,6,AVICULTURA BRITO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
335083,35,50308,36,0,1,6,AVICULTURA BRITOS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
178343,35,47809,5,0,1,6,AVICULTURA CACHORRAO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
376930,35,50308,80,0,1,6,AVICULTURA CAMPESTRE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
420610,23,3709,15,0,2,3,AVICULTURA CRIACAO DE FRANGOS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
144982,23,3709,15,0,2,3,AVICULTURA CRIACAO DE GALINHAS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
138721,43,11809,5,0,2,3,AVICULTURA CRIACAO GADO LEITEIRO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
89742,41,15606,7,0,2,3,AVICULTURA CULTIVO DE GRAOS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
497760,42,507,5,0,2,3,AVICULTURA D FRANGOS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
142505,42,15208,5,0,2,3,AVICULTURA DE CORTE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
65321,42,507,5,0,2,3,AVICULTURA DE FRANGOS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
376371,26,3900,5,0,2,3,AVICULTURA DE GAINHAS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
553645,26,3900,5,0,2,3,AVICULTURA DE GALINHAS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
195840,50,3702,30,0,2,3,AVICULTURA DE OVOS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
276454,32,4559,5,0,2,3,AVICULTURA DE PRODUCAO DE OVOS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
182276,29,3276,5,0,2,3,AVICULTURA E BOVINO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
344381,29,7103,10,0,2,3,AVICULTURA E BOVINOS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
144051,23,3006,10,0,2,3,AVICULTURA E CAPRINOS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
212692,29,3276,5,0,2,3,AVICULTURA E CRIACAO DE OVELHA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
520005,41,27858,5,0,2,3,AVICULTURA E GADO DE LEITE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
291539,43,23408,5,0,2,3,AVICULTURA E GADO LEITEIRO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
243602,31,3405,5,0,2,3,AVICULTURA E HORTICULTURA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
184633,43,10363,5,0,2,3,AVICULTURA E LEITE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
216023,35,13702,5,0,2,3,AVICULTURA E PECUARIA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
188929,23,3931,5,0,2,3,AVICULTURA E PECUARIA SUINA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
32849,41,27957,5,0,2,3,AVICULTURA E PISICULTURA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
303808,42,16107,5,0,2,3,AVICULTURA E PRODUCAO DE LEITE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
102330,35,22901,5,0,2,3,AVICULTURA E PRODUCAO DELEITE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
152301,42,16008,5,0,2,3,AVICULTURA E VACAS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
345521,42,3105,5,0,2,3,AVICULTURA FRANGO DE CORTE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
148855,42,7601,5,0,2,3,AVICULTURA GADO DE LEITE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
117742,35,19402,5,0,1,3,AVICULTURA IBIRA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
63927,35,48708,5,0,1,6,AVICULTURA JORDANOPOLIS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
278932,23,3931,20,0,2,3,AVICULTURA OVINO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
