order,id,urban_rural,landuse_id,landuse_description,label,lenient_hit,anotador1,anotador2,hit,clf,ambiguous,match_annotations,classes
1330,1779662,1,6,frigorifico dois irmaos,INDÚSTRIAS DE TRANSFORMAÇÃO,TRUE,INDÚSTRIAS DE TRANSFORMAÇÃO,INDÚSTRIAS DE TRANSFORMAÇÃO,TRUE,svc,,TRUE,
1321,3739262,1,6,frigorifico e mercado fabrine,INDÚSTRIAS DE TRANSFORMAÇÃO,TRUE,INDÚSTRIAS DE TRANSFORMAÇÃO,INDÚSTRIAS DE TRANSFORMAÇÃO,TRUE,lr,,TRUE,
1324,1598045,1,6,frigorifico e mercantil sem nome,INDÚSTRIAS DE TRANSFORMAÇÃO,TRUE,INDÚSTRIAS DE TRANSFORMAÇÃO,INDÚSTRIAS DE TRANSFORMAÇÃO,TRUE,lr,,TRUE,
1312,10646655,2,6,frigorifico iguatemi,INDÚSTRIAS DE TRANSFORMAÇÃO,TRUE,INDÚSTRIAS DE TRANSFORMAÇÃO,INDÚSTRIAS DE TRANSFORMAÇÃO,TRUE,svc,,TRUE,
1359,1098971,1,6,frigorifico novo horizonte,INDÚSTRIAS DE TRANSFORMAÇÃO,TRUE,INDÚSTRIAS DE TRANSFORMAÇÃO,INDÚSTRIAS DE TRANSFORMAÇÃO,TRUE,svc,,TRUE,
1364,3240564,1,6,frigorifico santo antonio,INDÚSTRIAS DE TRANSFORMAÇÃO,TRUE,INDÚSTRIAS DE TRANSFORMAÇÃO,INDÚSTRIAS DE TRANSFORMAÇÃO,TRUE,svc,,TRUE,
1386,4444441,1,6,frigorifico serradao,INDÚSTRIAS DE TRANSFORMAÇÃO,TRUE,INDÚSTRIAS DE TRANSFORMAÇÃO,INDÚSTRIAS DE TRANSFORMAÇÃO,TRUE,svc,,TRUE,
1328,1094803,1,6,frigorifico vitoria,INDÚSTRIAS DE TRANSFORMAÇÃO,TRUE,INDÚSTRIAS DE TRANSFORMAÇÃO,INDÚSTRIAS DE TRANSFORMAÇÃO,TRUE,lr,,TRUE,
1858,7018121,1,6,frios e lanchonete,- ALIMENTAÇÃO,TRUE,- ALIMENTAÇÃO,- ALIMENTAÇÃO,TRUE,bert,,TRUE,
1667,1921458,1,6,frutas maeda,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,FALSE,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO","- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",FALSE,bert,,TRUE,
1325,478486,1,6,fruteira,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",TRUE,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO","- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",TRUE,rf,,TRUE,
1229,11204890,1,4,fund de assistencia ao ensino,EDUCAÇÃO,TRUE,EDUCAÇÃO,EDUCAÇÃO,TRUE,rf,,TRUE,
1668,2667428,1,6,FUNDOS DO CINEMA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO","ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,snorkel,,TRUE,
1878,10224641,1,6,fundos do n 85 e uma garagem,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,FALSE,NÃO DEFINIDO,NÃO DEFINIDO,FALSE,lr,S,TRUE,
315,10678314,1,6,FUNDOS OFICINA,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,NÃO DEFINIDO,NÃO DEFINIDO,FALSE,snorkel,s,TRUE,
1058,8876570,1,6,funelaria de carros,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",FALSE,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,FALSE,rf,,TRUE,
292,7149628,1,6,funeraria santa cruz,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",FALSE,OUTRAS ATIVIDADES DE SERVIÇOS,OUTRAS ATIVIDADES DE SERVIÇOS,FALSE,svc,,TRUE,
318,3943421,1,6,funger fundacao emprego e renda agencia,CONSTRUÇÃO,FALSE,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",FALSE,bert,,TRUE,
308,5695911,1,6,funilaria donato,INDÚSTRIAS DE TRANSFORMAÇÃO,FALSE,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,FALSE,bert,,TRUE,
309,9417079,2,3,gado de leite,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",TRUE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",TRUE,lr,,TRUE,
281,8595932,2,3,gado leiteiro,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",TRUE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",TRUE,lr,,TRUE,
319,11273266,2,3,gado leiteiro e corte,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",TRUE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",TRUE,rf,,TRUE,
1874,2763824,1,6,galeria comercial,- COMÉRCIO VAREJISTA,TRUE,- COMÉRCIO VAREJISTA,- COMÉRCIO VAREJISTA,TRUE,rf,S,TRUE,
302,9474471,1,6,galinheiro,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",TRUE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",TRUE,rf,,TRUE,
312,10823290,2,6,galpao,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,TRUE,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,TRUE,lr,,TRUE,
310,151038,2,6,galpao de cafe,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,TRUE,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,TRUE,lr,,TRUE,
314,5360866,2,6,galpao de cana,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,TRUE,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,TRUE,lr,,TRUE,
1638,10167675,2,3,GALPAO DE FUMO,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,TRUE,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,TRUE,snorkel,,TRUE,
826,5830404,1,6,GALPAO DE IMOVEIS,ATIVIDADES IMOBILIÁRIAS,FALSE,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,FALSE,snorkel,s,TRUE,
1454,9095952,1,6,galpao e garagem,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,TRUE,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,TRUE,bert,,TRUE,
203,3925905,1,6,galpao em reforma,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,TRUE,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,TRUE,bert,,TRUE,
207,11255715,1,6,GALPAO FECHADO,DESOCUPADO,TRUE,DESOCUPADO,DESOCUPADO,TRUE,snorkel,,TRUE,
1808,10458211,1,3,GALPAO P GADO,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,TRUE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",FALSE,snorkel,s,TRUE,
579,1641029,1,6,galpao vago,DESOCUPADO,TRUE,DESOCUPADO,DESOCUPADO,TRUE,bert,,TRUE,
1090,3293918,2,6,galpoes,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,TRUE,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,TRUE,bert,,TRUE,
1022,4299542,1,6,garagem,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,FALSE,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,FALSE,bert,,TRUE,
1016,7542629,1,6,garagem da prefeitura,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",TRUE,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,FALSE,bert,S,TRUE,
1706,2695800,1,6,GARAGEM DE ALUGUEL DE CARROS,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,TRUE,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,TRUE,snorkel,,TRUE,
1108,7025204,1,6,GARAGEM DE AUTOMOVEL,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,TRUE,NÃO DEFINIDO,NÃO DEFINIDO,FALSE,snorkel,s,TRUE,
1242,3170398,1,6,garagem de maria,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",FALSE,NÃO DEFINIDO,NÃO DEFINIDO,FALSE,rf,s,TRUE,
1266,1876702,1,6,garagem do seu biano,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",FALSE,NÃO DEFINIDO,NÃO DEFINIDO,FALSE,svc,s,TRUE,
1957,2238780,1,6,garagem domiciliar,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,FALSE,NÃO DEFINIDO,NÃO DEFINIDO,FALSE,svc,s,TRUE,
1879,6343691,1,6,GARAGEN DE ONIBUS,- TRANSPORTE TERRESTRE,TRUE,- TRANSPORTE TERRESTRE,- TRANSPORTE TERRESTRE,TRUE,snorkel,s,TRUE,
175,1450670,2,6,garimpo extracao pedras preciosas,INDÚSTRIAS EXTRATIVAS,TRUE,INDÚSTRIAS EXTRATIVAS,INDÚSTRIAS EXTRATIVAS,TRUE,bert,,TRUE,
331,8764169,1,6,geomarmore,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,FALSE,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,FALSE,bert,S,TRUE,
888,200945,2,6,gerador de energia,ELETRICIDADE E GÁS,TRUE,ELETRICIDADE E GÁS,ELETRICIDADE E GÁS,TRUE,lr,,TRUE,
1773,5161827,1,6,geraldo cabeleiro,OUTRAS ATIVIDADES DE SERVIÇOS,TRUE,OUTRAS ATIVIDADES DE SERVIÇOS,OUTRAS ATIVIDADES DE SERVIÇOS,TRUE,lr,,TRUE,
1116,1083243,1,6,gildete construcoes,CONSTRUÇÃO,TRUE,CONSTRUÇÃO,CONSTRUÇÃO,TRUE,rf,S,TRUE,
235,3040544,1,6,ginasio de esporte aldo rebelo,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO","ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,lr,,TRUE,
205,6923074,1,6,ginasio de esportes do conjunto esportiv,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO","ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,lr,,TRUE,
1342,9333943,1,6,ginasio esportivo escola barao do rio br,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO","ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,rf,,TRUE,
1323,6034977,1,6,ginasio polespotivo quadra do barao,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO","ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,rf,,TRUE,
1338,5452859,1,6,ginasio poliesportivo,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO","ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,svc,,TRUE,
1344,2100670,1,6,ginasio poliespotivo,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO","ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,rf,,TRUE,
1340,11130526,1,6,gnv prestacao de servicos,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",FALSE,OUTRAS ATIVIDADES DE SERVIÇOS,OUTRAS ATIVIDADES DE SERVIÇOS,FALSE,rf,,TRUE,
1345,11435150,1,6,grafica canoinha,INFORMAÇÃO E COMUNICAÇÃO,TRUE,INFORMAÇÃO E COMUNICAÇÃO,INFORMAÇÃO E COMUNICAÇÃO,TRUE,bert,,TRUE,
1350,4095235,1,6,grafica de notas fiscais,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",FALSE,INFORMAÇÃO E COMUNICAÇÃO,INFORMAÇÃO E COMUNICAÇÃO,FALSE,rf,,TRUE,
1333,3489240,1,6,grafica veiga,INFORMAÇÃO E COMUNICAÇÃO,TRUE,INFORMAÇÃO E COMUNICAÇÃO,INFORMAÇÃO E COMUNICAÇÃO,TRUE,bert,,TRUE,
1332,10118977,1,6,GRAMADO TENIS CLUB,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO","ARTES, CULTURA, ESPORTE E RECREAÇÃO",TRUE,snorkel,,TRUE,
1334,2649107,2,3,GRANJA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",TRUE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",TRUE,snorkel,,TRUE,
1337,11273828,2,6,granja aeroporto i,- TRANSPORTE AÉREO,TRUE,- TRANSPORTE AÉREO,- TRANSPORTE AÉREO,TRUE,rf,S,TRUE,
1347,10604391,2,3,GRANJA EM CONSTRUCAO,OBRAS,TRUE,OBRAS,OBRAS,TRUE,snorkel,,TRUE,
1655,6529381,1,6,grgs bar,- ALIMENTAÇÃO,TRUE,- ALIMENTAÇÃO,- ALIMENTAÇÃO,TRUE,bert,,TRUE,
1891,4907734,2,4,GRUPO ESCOLAR,EDUCAÇÃO,TRUE,EDUCAÇÃO,EDUCAÇÃO,TRUE,snorkel,,TRUE,
254,6710319,1,6,guarita policia rodoviaria,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",TRUE,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",TRUE,svc,,TRUE,
1206,810929,1,6,guti papelaria e armarinho,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,FALSE,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS","- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",FALSE,svc,s,TRUE,
920,6978531,1,6,h c sucata,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",TRUE,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",TRUE,bert,S,TRUE,
356,9533396,1,6,HANGAR DA HELISUL TAXI AEREO,- TRANSPORTE AÉREO,TRUE,- TRANSPORTE AÉREO,- TRANSPORTE AÉREO,TRUE,snorkel,,TRUE,
525,9805053,1,6,hangar do aeroporto,- TRANSPORTE AÉREO,TRUE,- TRANSPORTE AÉREO,- TRANSPORTE AÉREO,TRUE,rf,,TRUE,
1003,3772894,1,6,hidraulica pecas e servicos,ELETRICIDADE E GÁS,FALSE,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,FALSE,bert,,TRUE,
1295,3645262,1,6,hidraulica sao jose,ELETRICIDADE E GÁS,FALSE,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,FALSE,bert,,TRUE,
1818,6980559,1,6,hipermercado,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",TRUE,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS","- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",TRUE,lr,,TRUE,
1664,5372551,1,6,hipermercado baronesa,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",TRUE,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS","- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",TRUE,lr,,TRUE,
861,8125895,1,6,hipermercado bergamini,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",TRUE,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS","- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",TRUE,lr,,TRUE,
870,6611893,1,6,hipermercado bramil,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",TRUE,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS","- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",TRUE,lr,,TRUE,
849,8340664,1,6,hipermercado carrefour tucurvi,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",TRUE,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS","- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",TRUE,lr,,TRUE,
615,8047523,1,6,hipermercado carrefur,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",TRUE,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS","- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",TRUE,lr,,TRUE,
848,7165574,1,6,hipermercado patrezao,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",TRUE,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS","- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",TRUE,bert,,TRUE,
515,8773400,1,6,hipermercado wallmart,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",TRUE,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS","- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",TRUE,lr,,TRUE,
514,7334722,1,6,hipermercado walmart,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",TRUE,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS","- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",TRUE,lr,,TRUE,
511,2151152,1,5,hospital,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,lr,,TRUE,
489,6327309,1,5,hospital do iaserj,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,svc,,TRUE,
1033,11472819,1,5,hospital regional sm,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,svc,,TRUE,
1749,8195409,1,5,HOSPITAL SANTA MARINA,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,snorkel,,TRUE,
1748,672836,1,6,HOSPITAL SANTA TEREZINHA FISIOTERAPIA,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TRUE,snorkel,,TRUE,
1151,851360,1,6,hotel,- ALOJAMENTO,TRUE,- ALOJAMENTO,- ALOJAMENTO,TRUE,lr,,TRUE,
1623,80223,1,6,hotel cascavel,- ALOJAMENTO,TRUE,- ALOJAMENTO,- ALOJAMENTO,TRUE,rf,,TRUE,
487,11399089,1,6,hotel central,- ALOJAMENTO,TRUE,- ALOJAMENTO,- ALOJAMENTO,TRUE,svc,,TRUE,
1622,2632548,1,6,hotel continental,- ALOJAMENTO,TRUE,- ALOJAMENTO,- ALOJAMENTO,TRUE,svc,,TRUE,
1744,4919154,1,6,hotel e restaurante,- ALOJAMENTO,TRUE,- ALOJAMENTO,- ALOJAMENTO,TRUE,svc,S,TRUE,
1619,5984077,1,6,HOTEL ESMIG,- ALOJAMENTO,TRUE,- ALOJAMENTO,- ALOJAMENTO,TRUE,snorkel,,TRUE,
1842,1972496,2,6,hotel fazenda,- ALOJAMENTO,TRUE,- ALOJAMENTO,- ALOJAMENTO,TRUE,lr,,TRUE,
958,3561178,1,6,hotel g vargas,- ALOJAMENTO,TRUE,- ALOJAMENTO,- ALOJAMENTO,TRUE,lr,,TRUE,
485,10800059,1,6,hotel infantil,- ALOJAMENTO,TRUE,- ALOJAMENTO,- ALOJAMENTO,TRUE,lr,S,TRUE,
293,10860355,1,6,hotel la famiglia,- ALOJAMENTO,TRUE,- ALOJAMENTO,- ALOJAMENTO,TRUE,lr,,TRUE,
65,9266262,1,6,hotel parizoto,- ALOJAMENTO,TRUE,- ALOJAMENTO,- ALOJAMENTO,TRUE,lr,,TRUE,
